timestamp,subject,exam,hr,temp
5220.0,S1,Midterm 1,77.33,28.53
5240.0,S1,Midterm 1,67.72,28.53
5260.0,S1,Midterm 1,63.67,28.55
5280.0,S1,Midterm 1,66.75,28.57
5300.0,S1,Midterm 1,73.88,28.57
5320.0,S1,Midterm 1,78.4,28.59
5340.0,S1,Midterm 1,77.52,28.55
5360.0,S1,Midterm 1,76.27,28.59
5380.0,S1,Midterm 1,79.33,28.59
5400.0,S1,Midterm 1,88.78,28.57
5420.0,S1,Midterm 1,96.38,28.59
5440.0,S1,Midterm 1,98.03,28.61
5460.0,S1,Midterm 1,94.55,28.61
5480.0,S1,Midterm 1,92.22,28.65
5500.0,S1,Midterm 1,87.6,28.63
5520.0,S1,Midterm 1,86.73,28.65
5540.0,S1,Midterm 1,86.3,28.65
5560.0,S1,Midterm 1,81.75,28.63
5580.0,S1,Midterm 1,78.8,28.69
5600.0,S1,Midterm 1,81.53,28.67
5620.0,S1,Midterm 1,92.82,28.67
5640.0,S1,Midterm 1,92.02,28.67
5660.0,S1,Midterm 1,83.23,28.69
5680.0,S1,Midterm 1,72.65,28.69
5700.0,S1,Midterm 1,73.62,28.67
5720.0,S1,Midterm 1,78.52,28.69
5740.0,S1,Midterm 1,79.42,28.69
5760.0,S1,Midterm 1,82.52,28.69
5780.0,S1,Midterm 1,78.67,28.71
5800.0,S1,Midterm 1,72.07,28.67
5820.0,S1,Midterm 1,61.52,28.71
5840.0,S1,Midterm 1,58.15,28.67
5860.0,S1,Midterm 1,65.23,28.67
5880.0,S1,Midterm 1,71.15,28.63
5900.0,S1,Midterm 1,76.9,28.63
5920.0,S1,Midterm 1,76.57,28.63
5940.0,S1,Midterm 1,79.73,28.57
5960.0,S1,Midterm 1,86.57,28.59
5980.0,S1,Midterm 1,92.58,28.55
6000.0,S1,Midterm 1,103.93,28.53
6020.0,S1,Midterm 1,115.18,28.57
6040.0,S1,Midterm 1,133.27,28.57
6060.0,S1,Midterm 1,143.6,28.57
6080.0,S1,Midterm 1,145.8,28.57
6100.0,S1,Midterm 1,145.28,28.57
6120.0,S1,Midterm 1,140.57,28.53
6140.0,S1,Midterm 1,136.45,28.55
6160.0,S1,Midterm 1,121.83,28.53
6180.0,S1,Midterm 1,105.77,28.57
6200.0,S1,Midterm 1,96.0,28.55
6220.0,S1,Midterm 1,98.65,28.55
6240.0,S1,Midterm 1,101.1,28.55
6260.0,S1,Midterm 1,99.53,28.57
6280.0,S1,Midterm 1,92.52,28.57
6300.0,S1,Midterm 1,92.83,28.57
6320.0,S1,Midterm 1,88.18,28.57
6340.0,S1,Midterm 1,78.65,28.57
6360.0,S1,Midterm 1,70.15,28.59
6380.0,S1,Midterm 1,67.5,28.55
6400.0,S1,Midterm 1,68.95,28.57
6420.0,S1,Midterm 1,71.3,28.55
6440.0,S1,Midterm 1,70.68,28.51
6460.0,S1,Midterm 1,74.83,28.51
6480.0,S1,Midterm 1,80.0,28.49
6500.0,S1,Midterm 1,87.37,28.45
6520.0,S1,Midterm 1,85.33,28.47
6540.0,S1,Midterm 1,77.58,28.41
6560.0,S1,Midterm 1,75.68,28.43
6580.0,S1,Midterm 1,77.92,28.39
6600.0,S1,Midterm 1,77.73,28.43
6620.0,S1,Midterm 1,70.98,28.41
6640.0,S1,Midterm 1,66.75,28.41
6660.0,S1,Midterm 1,75.22,28.43
6680.0,S1,Midterm 1,84.65,28.41
6700.0,S1,Midterm 1,91.68,28.45
6720.0,S1,Midterm 1,94.75,28.41
6740.0,S1,Midterm 1,100.4,28.43
6760.0,S1,Midterm 1,103.32,28.45
6780.0,S1,Midterm 1,101.2,28.43
6800.0,S1,Midterm 1,96.53,28.45
6820.0,S1,Midterm 1,102.87,28.49
6840.0,S1,Midterm 1,100.38,28.45
6860.0,S1,Midterm 1,99.5,28.49
6880.0,S1,Midterm 1,95.2,28.53
6900.0,S1,Midterm 1,100.83,28.53
6920.0,S1,Midterm 1,107.62,28.53
6940.0,S1,Midterm 1,118.2,28.53
6960.0,S1,Midterm 1,132.4,28.53
6980.0,S1,Midterm 1,141.48,28.51
7000.0,S1,Midterm 1,136.17,28.51
7020.0,S1,Midterm 1,113.32,28.49
7040.0,S1,Midterm 1,88.58,28.49
7060.0,S1,Midterm 1,79.98,28.47
7080.0,S1,Midterm 1,84.07,28.45
7100.0,S1,Midterm 1,86.83,28.41
7120.0,S1,Midterm 1,78.87,28.43
7140.0,S1,Midterm 1,80.33,28.43
7160.0,S1,Midterm 1,91.3,28.39
7180.0,S1,Midterm 1,106.67,28.39
7200.0,S1,Midterm 1,111.48,28.35
7220.0,S1,Midterm 1,113.9,28.31
7240.0,S1,Midterm 1,115.48,28.29
7260.0,S1,Midterm 1,106.83,28.23
7280.0,S1,Midterm 1,93.13,28.21
7300.0,S1,Midterm 1,77.27,28.19
7320.0,S1,Midterm 1,80.2,28.17
7340.0,S1,Midterm 1,87.92,28.13
7360.0,S1,Midterm 1,99.03,28.13
7380.0,S1,Midterm 1,96.4,28.13
7400.0,S1,Midterm 1,94.57,28.11
7420.0,S1,Midterm 1,89.47,28.09
7440.0,S1,Midterm 1,91.68,28.11
7460.0,S1,Midterm 1,92.38,28.07
7480.0,S1,Midterm 1,94.4,28.05
7500.0,S1,Midterm 1,94.37,28.09
7520.0,S1,Midterm 1,95.03,28.09
7540.0,S1,Midterm 1,92.9,28.09
7560.0,S1,Midterm 1,94.98,28.09
7580.0,S1,Midterm 1,96.32,28.09
7600.0,S1,Midterm 1,100.4,28.07
7620.0,S1,Midterm 1,104.17,28.09
7640.0,S1,Midterm 1,110.62,28.09
7660.0,S1,Midterm 1,115.42,28.07
7680.0,S1,Midterm 1,116.78,28.07
7700.0,S1,Midterm 1,119.58,28.05
7720.0,S1,Midterm 1,118.48,28.05
7740.0,S1,Midterm 1,118.82,28.05
7760.0,S1,Midterm 1,116.28,27.99
7780.0,S1,Midterm 1,113.63,27.99
7800.0,S1,Midterm 1,103.92,27.97
7820.0,S1,Midterm 1,92.88,27.95
7840.0,S1,Midterm 1,86.62,27.97
7860.0,S1,Midterm 1,105.65,27.91
7880.0,S1,Midterm 1,122.57,27.93
7900.0,S1,Midterm 1,130.6,27.93
7920.0,S1,Midterm 1,112.45,27.93
7940.0,S1,Midterm 1,94.1,27.93
7960.0,S1,Midterm 1,81.93,27.91
7980.0,S1,Midterm 1,75.3,27.91
8000.0,S1,Midterm 1,76.03,27.93
8020.0,S1,Midterm 1,83.72,27.93
8040.0,S1,Midterm 1,91.2,27.91
8060.0,S1,Midterm 1,91.72,27.93
8080.0,S1,Midterm 1,88.35,27.93
8100.0,S1,Midterm 1,88.05,27.93
8120.0,S1,Midterm 1,84.67,27.91
8140.0,S1,Midterm 1,79.63,27.91
8160.0,S1,Midterm 1,75.5,27.89
8180.0,S1,Midterm 1,77.4,27.93
8200.0,S1,Midterm 1,77.25,27.91
8220.0,S1,Midterm 1,76.48,27.89
8240.0,S1,Midterm 1,75.33,27.93
8260.0,S1,Midterm 1,79.28,27.93
8280.0,S1,Midterm 1,81.55,27.95
8300.0,S1,Midterm 1,82.27,27.95
8320.0,S1,Midterm 1,82.72,27.93
8340.0,S1,Midterm 1,77.88,27.93
8360.0,S1,Midterm 1,69.27,27.89
8380.0,S1,Midterm 1,61.3,27.91
8400.0,S1,Midterm 1,66.18,27.89
8420.0,S1,Midterm 1,85.63,27.89
8440.0,S1,Midterm 1,97.1,27.91
8460.0,S1,Midterm 1,98.43,27.89
8480.0,S1,Midterm 1,84.67,27.87
8500.0,S1,Midterm 1,72.53,27.85
8520.0,S1,Midterm 1,69.78,27.85
8540.0,S1,Midterm 1,70.58,27.83
8560.0,S1,Midterm 1,73.27,27.83
8580.0,S1,Midterm 1,71.78,27.81
8600.0,S1,Midterm 1,69.48,27.83
8620.0,S1,Midterm 1,72.02,27.83
8640.0,S1,Midterm 1,76.02,27.81
8660.0,S1,Midterm 1,78.08,27.79
8680.0,S1,Midterm 1,72.95,27.83
8700.0,S1,Midterm 1,69.72,27.83
8720.0,S1,Midterm 1,74.17,27.85
8740.0,S1,Midterm 1,82.65,27.83
8760.0,S1,Midterm 1,85.6,27.79
8780.0,S1,Midterm 1,84.9,27.79
8800.0,S1,Midterm 1,88.75,27.79
8820.0,S1,Midterm 1,90.47,27.83
8840.0,S1,Midterm 1,92.67,27.79
8860.0,S1,Midterm 1,99.55,27.79
8880.0,S1,Midterm 1,107.68,27.77
8900.0,S1,Midterm 1,107.05,27.77
8920.0,S1,Midterm 1,97.38,27.77
8940.0,S1,Midterm 1,92.13,27.75
8960.0,S1,Midterm 1,101.65,27.75
8980.0,S1,Midterm 1,111.53,27.79
9000.0,S1,Midterm 1,115.8,27.75
9020.0,S1,Midterm 1,112.92,27.77
9040.0,S1,Midterm 1,110.38,27.77
9060.0,S1,Midterm 1,102.5,27.75
9080.0,S1,Midterm 1,92.88,27.77
9100.0,S1,Midterm 1,80.57,27.77
9120.0,S1,Midterm 1,82.0,27.75
9140.0,S1,Midterm 1,83.05,27.75
9160.0,S1,Midterm 1,86.92,27.75
9180.0,S1,Midterm 1,83.45,27.73
9200.0,S1,Midterm 1,83.17,27.75
9220.0,S1,Midterm 1,85.6,27.71
9240.0,S1,Midterm 1,86.02,27.71
9260.0,S1,Midterm 1,88.15,27.69
9280.0,S1,Midterm 1,85.18,27.65
9300.0,S1,Midterm 1,88.4,27.61
9320.0,S1,Midterm 1,86.55,27.59
9340.0,S1,Midterm 1,86.15,27.61
9360.0,S1,Midterm 1,86.43,27.55
9380.0,S1,Midterm 1,93.95,27.57
9400.0,S1,Midterm 1,109.38,27.55
9420.0,S1,Midterm 1,117.72,27.55
9440.0,S1,Midterm 1,117.47,27.55
9460.0,S1,Midterm 1,102.15,27.55
9480.0,S1,Midterm 1,83.95,27.59
9500.0,S1,Midterm 1,73.48,27.57
9520.0,S1,Midterm 1,73.88,27.57
9540.0,S1,Midterm 1,79.43,27.59
9560.0,S1,Midterm 1,83.43,27.57
9580.0,S1,Midterm 1,79.73,27.57
9600.0,S1,Midterm 1,89.15,27.59
9620.0,S1,Midterm 1,95.15,27.59
9640.0,S1,Midterm 1,111.37,27.59
9660.0,S1,Midterm 1,118.55,27.61
9680.0,S1,Midterm 1,117.03,27.61
9700.0,S1,Midterm 1,111.3,27.65
9720.0,S1,Midterm 1,103.5,27.65
9740.0,S1,Midterm 1,101.22,27.67
9760.0,S1,Midterm 1,94.87,27.67
9780.0,S1,Midterm 1,93.37,27.65
9800.0,S1,Midterm 1,88.15,27.65
9820.0,S1,Midterm 1,85.73,27.63
9840.0,S1,Midterm 1,81.0,27.59
9860.0,S1,Midterm 1,94.33,27.61
9880.0,S1,Midterm 1,101.03,27.61
9900.0,S1,Midterm 1,100.18,27.59
9920.0,S1,Midterm 1,93.85,27.65
9940.0,S1,Midterm 1,91.3,27.61
9960.0,S1,Midterm 1,93.52,27.61
9980.0,S1,Midterm 1,89.1,27.59
10000.0,S1,Midterm 1,87.28,27.55
10020.0,S1,Midterm 1,81.83,27.51
10040.0,S1,Midterm 1,85.1,27.41
10060.0,S1,Midterm 1,84.9,27.35
10080.0,S1,Midterm 1,84.88,27.29
10100.0,S1,Midterm 1,82.48,27.23
10120.0,S1,Midterm 1,84.07,27.17
10140.0,S1,Midterm 1,83.93,27.17
10160.0,S1,Midterm 1,79.02,27.13
10180.0,S1,Midterm 1,76.53,27.09
10200.0,S1,Midterm 1,85.32,27.05
10220.0,S1,Midterm 1,97.07,27.05
10240.0,S1,Midterm 1,107.62,27.07
10260.0,S1,Midterm 1,111.27,27.03
10280.0,S1,Midterm 1,113.92,27.13
10300.0,S1,Midterm 1,113.67,27.17
10320.0,S1,Midterm 1,111.7,27.21
10340.0,S1,Midterm 1,108.77,27.27
10360.0,S1,Midterm 1,107.95,27.33
10380.0,S1,Midterm 1,102.82,27.39
10400.0,S1,Midterm 1,100.23,27.43
10420.0,S1,Midterm 1,100.68,27.45
10440.0,S1,Midterm 1,106.02,27.49
10460.0,S1,Midterm 1,108.38,27.47
10480.0,S1,Midterm 1,105.58,27.49
10500.0,S1,Midterm 1,105.73,27.45
10520.0,S1,Midterm 1,106.87,27.47
10540.0,S1,Midterm 1,113.1,27.47
10560.0,S1,Midterm 1,119.73,27.41
10580.0,S1,Midterm 1,121.78,27.39
10600.0,S1,Midterm 1,118.35,27.35
10620.0,S1,Midterm 1,110.68,27.31
10640.0,S1,Midterm 1,99.57,27.27
10660.0,S1,Midterm 1,95.08,27.23
10680.0,S1,Midterm 1,92.75,27.17
10700.0,S1,Midterm 1,97.63,27.13
10720.0,S1,Midterm 1,106.55,27.09
10740.0,S1,Midterm 1,118.38,27.01
10760.0,S1,Midterm 1,125.78,26.95
10780.0,S1,Midterm 1,122.12,26.89
10800.0,S1,Midterm 1,111.3,26.83
10820.0,S1,Midterm 1,108.15,26.73
10840.0,S1,Midterm 1,108.18,26.63
10860.0,S1,Midterm 1,108.35,26.57
10880.0,S1,Midterm 1,107.92,26.51
10900.0,S1,Midterm 1,105.82,26.45
10920.0,S1,Midterm 1,107.42,26.35
10940.0,S1,Midterm 1,104.85,26.27
10960.0,S1,Midterm 1,103.5,26.23
10980.0,S1,Midterm 1,103.93,26.17
11000.0,S1,Midterm 1,114.68,26.09
11020.0,S1,Midterm 1,124.38,26.03
11040.0,S1,Midterm 1,136.48,25.97
11060.0,S1,Midterm 1,129.05,25.91
11080.0,S1,Midterm 1,127.63,25.85
11100.0,S1,Midterm 1,123.27,25.79
11120.0,S1,Midterm 1,129.98,25.73
11140.0,S1,Midterm 1,133.12,25.69
11160.0,S1,Midterm 1,138.4,25.61
0.0,S1,Midterm 2,97.0,21.79
20.0,S1,Midterm 2,77.67,22.15
40.0,S1,Midterm 2,86.22,21.95
60.0,S1,Midterm 2,103.43,21.87
80.0,S1,Midterm 2,128.07,21.91
100.0,S1,Midterm 2,152.37,22.13
120.0,S1,Midterm 2,154.93,21.95
140.0,S1,Midterm 2,158.92,21.91
160.0,S1,Midterm 2,161.37,21.97
180.0,S1,Midterm 2,148.27,22.01
200.0,S1,Midterm 2,124.67,22.05
220.0,S1,Midterm 2,102.37,22.09
240.0,S1,Midterm 2,106.18,22.09
260.0,S1,Midterm 2,115.3,22.07
280.0,S1,Midterm 2,127.3,22.15
300.0,S1,Midterm 2,127.95,22.15
320.0,S1,Midterm 2,126.38,22.21
340.0,S1,Midterm 2,124.2,22.11
360.0,S1,Midterm 2,123.83,21.37
380.0,S1,Midterm 2,123.65,21.07
400.0,S1,Midterm 2,114.47,20.49
420.0,S1,Midterm 2,115.7,20.04
440.0,S1,Midterm 2,118.48,19.53
460.0,S1,Midterm 2,123.35,19.12
480.0,S1,Midterm 2,122.43,18.75
500.0,S1,Midterm 2,122.93,18.15
520.0,S1,Midterm 2,122.37,17.23
540.0,S1,Midterm 2,122.45,16.79
560.0,S1,Midterm 2,120.53,16.45
580.0,S1,Midterm 2,119.03,16.33
600.0,S1,Midterm 2,115.22,16.65
620.0,S1,Midterm 2,118.13,16.25
640.0,S1,Midterm 2,110.8,17.37
660.0,S1,Midterm 2,110.83,17.54
680.0,S1,Midterm 2,108.5,17.67
700.0,S1,Midterm 2,113.82,17.93
720.0,S1,Midterm 2,114.22,17.67
740.0,S1,Midterm 2,108.45,19.73
760.0,S1,Midterm 2,102.03,19.87
780.0,S1,Midterm 2,104.18,19.93
800.0,S1,Midterm 2,111.55,20.04
820.0,S1,Midterm 2,137.85,20.09
840.0,S1,Midterm 2,145.45,20.17
860.0,S1,Midterm 2,160.98,20.23
880.0,S1,Midterm 2,145.12,20.29
900.0,S1,Midterm 2,145.65,20.33
920.0,S1,Midterm 2,144.22,20.39
940.0,S1,Midterm 2,143.13,20.41
960.0,S1,Midterm 2,136.77,20.43
980.0,S1,Midterm 2,129.37,20.45
1000.0,S1,Midterm 2,139.23,20.51
